CLOCK
# Station ID    Delay (usec)    Rate (sec/sec)
Aa              +2107.147
Gl              -0.7786
Pv              +0.4295
Mm              +21.7680
Lm              -0.9986
Sw              +0.6166
# Ax : no band4 recorder
