CLOCK
# Station ID    Delay (usec)    Rate (sec/sec)
Aa              -5892.8530
Gl              -0.7510
Kt              -0.2789
Mg              +0.5249
Nn              +11.4563
Pv              +0.4454
# Ax : no band4 recorder
# Sw, Mm : did not observe
# Lm : data but no fringes, wiki says Lm did not observe
